"GEOID","tract","county","state","variable","indicator","value"
"28095950400","Census Tract 9504","Monroe County","Mississippi","B02001_003","moe",310
"28095950501","Census Tract 9505.01","Monroe County","Mississippi","B02001_001","moe",369
"28095950501","Census Tract 9505.01","Monroe County","Mississippi","B02001_003","moe",90
"28095950502","Census Tract 9505.02","Monroe County","Mississippi","B02001_001","moe",289
"28095950502","Census Tract 9505.02","Monroe County","Mississippi","B02001_003","moe",87
"28095950600","Census Tract 9506","Monroe County","Mississippi","B02001_001","moe",363
"28095950600","Census Tract 9506","Monroe County","Mississippi","B02001_003","moe",306
"28095950700","Census Tract 9507","Monroe County","Mississippi","B02001_001","moe",273
"28095950700","Census Tract 9507","Monroe County","Mississippi","B02001_003","moe",234
"28095950800","Census Tract 9508","Monroe County","Mississippi","B02001_001","moe",303
"28095950800","Census Tract 9508","Monroe County","Mississippi","B02001_003","moe",287
"28097950100","Census Tract 9501","Montgomery County","Mississippi","B02001_001","moe",272
"28097950100","Census Tract 9501","Montgomery County","Mississippi","B02001_003","moe",217
"28097950200","Census Tract 9502","Montgomery County","Mississippi","B02001_001","moe",266
"28097950200","Census Tract 9502","Montgomery County","Mississippi","B02001_003","moe",233
"28097950300","Census Tract 9503","Montgomery County","Mississippi","B02001_001","moe",258
"28097950300","Census Tract 9503","Montgomery County","Mississippi","B02001_003","moe",264
"28099010100","Census Tract 101","Neshoba County","Mississippi","B02001_001","moe",461
"28099010100","Census Tract 101","Neshoba County","Mississippi","B02001_003","moe",192
"28099010200","Census Tract 102","Neshoba County","Mississippi","B02001_001","moe",322
"28099010200","Census Tract 102","Neshoba County","Mississippi","B02001_003","moe",172
"28099010400","Census Tract 104","Neshoba County","Mississippi","B02001_001","moe",339
"28099010400","Census Tract 104","Neshoba County","Mississippi","B02001_003","moe",315
"28099010500","Census Tract 105","Neshoba County","Mississippi","B02001_001","moe",343
"28099010500","Census Tract 105","Neshoba County","Mississippi","B02001_003","moe",268
"28099010600","Census Tract 106","Neshoba County","Mississippi","B02001_001","moe",423
"28099010600","Census Tract 106","Neshoba County","Mississippi","B02001_003","moe",143
"28099010700","Census Tract 107","Neshoba County","Mississippi","B02001_001","moe",419
"28099010700","Census Tract 107","Neshoba County","Mississippi","B02001_003","moe",257
"28099940100","Census Tract 9401","Neshoba County","Mississippi","B02001_001","moe",279
"28099940100","Census Tract 9401","Neshoba County","Mississippi","B02001_003","moe",71
"28101050100","Census Tract 501","Newton County","Mississippi","B02001_001","moe",267
"28101050100","Census Tract 501","Newton County","Mississippi","B02001_003","moe",121
"28101050200","Census Tract 502","Newton County","Mississippi","B02001_001","moe",339
"28101050200","Census Tract 502","Newton County","Mississippi","B02001_003","moe",193
"28101050300","Census Tract 503","Newton County","Mississippi","B02001_001","moe",470
"28101050300","Census Tract 503","Newton County","Mississippi","B02001_003","moe",270
"28101050400","Census Tract 504","Newton County","Mississippi","B02001_001","moe",451
"28101050400","Census Tract 504","Newton County","Mississippi","B02001_003","moe",311
"28101050500","Census Tract 505","Newton County","Mississippi","B02001_001","moe",324
"28101050500","Census Tract 505","Newton County","Mississippi","B02001_003","moe",290
"28103950100","Census Tract 9501","Noxubee County","Mississippi","B02001_001","moe",417
"28103950100","Census Tract 9501","Noxubee County","Mississippi","B02001_003","moe",456
"28103950200","Census Tract 9502","Noxubee County","Mississippi","B02001_001","moe",384
"28103950200","Census Tract 9502","Noxubee County","Mississippi","B02001_003","moe",342
"28103950300","Census Tract 9503","Noxubee County","Mississippi","B02001_001","moe",228
"28103950300","Census Tract 9503","Noxubee County","Mississippi","B02001_003","moe",203
"28105950100","Census Tract 9501","Oktibbeha County","Mississippi","B02001_001","moe",795
"28105950100","Census Tract 9501","Oktibbeha County","Mississippi","B02001_003","moe",582
"28105950200","Census Tract 9502","Oktibbeha County","Mississippi","B02001_001","moe",726
"28105950200","Census Tract 9502","Oktibbeha County","Mississippi","B02001_003","moe",423
"28105950300","Census Tract 9503","Oktibbeha County","Mississippi","B02001_001","moe",444
"28105950300","Census Tract 9503","Oktibbeha County","Mississippi","B02001_003","moe",393
"28105950400","Census Tract 9504","Oktibbeha County","Mississippi","B02001_001","moe",582
"28105950400","Census Tract 9504","Oktibbeha County","Mississippi","B02001_003","moe",443
"28105950500","Census Tract 9505","Oktibbeha County","Mississippi","B02001_001","moe",404
"28105950500","Census Tract 9505","Oktibbeha County","Mississippi","B02001_003","moe",274
"28105950601","Census Tract 9506.01","Oktibbeha County","Mississippi","B02001_001","moe",554
"28105950601","Census Tract 9506.01","Oktibbeha County","Mississippi","B02001_003","moe",418
"28105950602","Census Tract 9506.02","Oktibbeha County","Mississippi","B02001_001","moe",612
"28105950602","Census Tract 9506.02","Oktibbeha County","Mississippi","B02001_003","moe",593
"28105950700","Census Tract 9507","Oktibbeha County","Mississippi","B02001_001","moe",740
"28105950700","Census Tract 9507","Oktibbeha County","Mississippi","B02001_003","moe",545
"28107950100","Census Tract 9501","Panola County","Mississippi","B02001_001","moe",650
"28107950100","Census Tract 9501","Panola County","Mississippi","B02001_003","moe",570
"28107950200","Census Tract 9502","Panola County","Mississippi","B02001_001","moe",496
"28107950200","Census Tract 9502","Panola County","Mississippi","B02001_003","moe",480
"28107950300","Census Tract 9503","Panola County","Mississippi","B02001_001","moe",658
"28107950300","Census Tract 9503","Panola County","Mississippi","B02001_003","moe",591
"28107950400","Census Tract 9504","Panola County","Mississippi","B02001_001","moe",617
"28107950400","Census Tract 9504","Panola County","Mississippi","B02001_003","moe",326
"28107950500","Census Tract 9505","Panola County","Mississippi","B02001_001","moe",726
"28107950500","Census Tract 9505","Panola County","Mississippi","B02001_003","moe",730
"28107950600","Census Tract 9506","Panola County","Mississippi","B02001_001","moe",358
"28107950600","Census Tract 9506","Panola County","Mississippi","B02001_003","moe",468
"28109950100","Census Tract 9501","Pearl River County","Mississippi","B02001_001","moe",656
"28109950100","Census Tract 9501","Pearl River County","Mississippi","B02001_003","moe",69
"28109950200","Census Tract 9502","Pearl River County","Mississippi","B02001_001","moe",563
"28109950200","Census Tract 9502","Pearl River County","Mississippi","B02001_003","moe",269
"28109950300","Census Tract 9503","Pearl River County","Mississippi","B02001_001","moe",133
"28109950300","Census Tract 9503","Pearl River County","Mississippi","B02001_003","moe",168
"28109950401","Census Tract 9504.01","Pearl River County","Mississippi","B02001_001","moe",763
"28109950401","Census Tract 9504.01","Pearl River County","Mississippi","B02001_003","moe",160
"28109950402","Census Tract 9504.02","Pearl River County","Mississippi","B02001_001","moe",841
"28109950402","Census Tract 9504.02","Pearl River County","Mississippi","B02001_003","moe",415
"28109950501","Census Tract 9505.01","Pearl River County","Mississippi","B02001_001","moe",650
"28109950501","Census Tract 9505.01","Pearl River County","Mississippi","B02001_003","moe",128
"28109950502","Census Tract 9505.02","Pearl River County","Mississippi","B02001_001","moe",911
"28109950502","Census Tract 9505.02","Pearl River County","Mississippi","B02001_003","moe",125
"28109950600","Census Tract 9506","Pearl River County","Mississippi","B02001_001","moe",402
"28109950600","Census Tract 9506","Pearl River County","Mississippi","B02001_003","moe",274
"28109950700","Census Tract 9507","Pearl River County","Mississippi","B02001_001","moe",581
"28109950700","Census Tract 9507","Pearl River County","Mississippi","B02001_003","moe",376
"28111950101","Census Tract 9501.01","Perry County","Mississippi","B02001_001","moe",267
"28111950101","Census Tract 9501.01","Perry County","Mississippi","B02001_003","moe",205
"28111950102","Census Tract 9501.02","Perry County","Mississippi","B02001_001","moe",318
"28111950102","Census Tract 9501.02","Perry County","Mississippi","B02001_003","moe",194
"28111950200","Census Tract 9502","Perry County","Mississippi","B02001_001","moe",277
"28111950200","Census Tract 9502","Perry County","Mississippi","B02001_003","moe",200
"28113950101","Census Tract 9501.01","Pike County","Mississippi","B02001_001","moe",516
"28113950101","Census Tract 9501.01","Pike County","Mississippi","B02001_003","moe",353
"28113950102","Census Tract 9501.02","Pike County","Mississippi","B02001_001","moe",400
"28113950102","Census Tract 9501.02","Pike County","Mississippi","B02001_003","moe",158
"28113950200","Census Tract 9502","Pike County","Mississippi","B02001_001","moe",508
"28113950200","Census Tract 9502","Pike County","Mississippi","B02001_003","moe",369
"28113950300","Census Tract 9503","Pike County","Mississippi","B02001_001","moe",601
"28113950300","Census Tract 9503","Pike County","Mississippi","B02001_003","moe",563
"28113950400","Census Tract 9504","Pike County","Mississippi","B02001_001","moe",346
"28113950400","Census Tract 9504","Pike County","Mississippi","B02001_003","moe",267
"28113950500","Census Tract 9505","Pike County","Mississippi","B02001_001","moe",634
"28113950500","Census Tract 9505","Pike County","Mississippi","B02001_003","moe",584
"28113950600","Census Tract 9506","Pike County","Mississippi","B02001_001","moe",632
"28113950600","Census Tract 9506","Pike County","Mississippi","B02001_003","moe",544
"28113950700","Census Tract 9507","Pike County","Mississippi","B02001_001","moe",557
"28113950700","Census Tract 9507","Pike County","Mississippi","B02001_003","moe",366
"28115950101","Census Tract 9501.01","Pontotoc County","Mississippi","B02001_001","moe",423
"28115950101","Census Tract 9501.01","Pontotoc County","Mississippi","B02001_003","moe",339
"28115950102","Census Tract 9501.02","Pontotoc County","Mississippi","B02001_001","moe",498
"28115950102","Census Tract 9501.02","Pontotoc County","Mississippi","B02001_003","moe",329
"28115950200","Census Tract 9502","Pontotoc County","Mississippi","B02001_001","moe",508
"28115950200","Census Tract 9502","Pontotoc County","Mississippi","B02001_003","moe",207
"28115950300","Census Tract 9503","Pontotoc County","Mississippi","B02001_001","moe",300
"28115950300","Census Tract 9503","Pontotoc County","Mississippi","B02001_003","moe",364
"28115950400","Census Tract 9504","Pontotoc County","Mississippi","B02001_001","moe",353
"28115950400","Census Tract 9504","Pontotoc County","Mississippi","B02001_003","moe",261
"28115950500","Census Tract 9505","Pontotoc County","Mississippi","B02001_001","moe",435
"28115950500","Census Tract 9505","Pontotoc County","Mississippi","B02001_003","moe",98
"28117950100","Census Tract 9501","Prentiss County","Mississippi","B02001_001","moe",566
"28117950100","Census Tract 9501","Prentiss County","Mississippi","B02001_003","moe",202
"28117950200","Census Tract 9502","Prentiss County","Mississippi","B02001_001","moe",440
"28117950200","Census Tract 9502","Prentiss County","Mississippi","B02001_003","moe",233
"28117950300","Census Tract 9503","Prentiss County","Mississippi","B02001_001","moe",402
"28117950300","Census Tract 9503","Prentiss County","Mississippi","B02001_003","moe",374
"28117950400","Census Tract 9504","Prentiss County","Mississippi","B02001_001","moe",450
"28117950400","Census Tract 9504","Prentiss County","Mississippi","B02001_003","moe",197
"28117950500","Census Tract 9505","Prentiss County","Mississippi","B02001_001","moe",294
"28117950500","Census Tract 9505","Prentiss County","Mississippi","B02001_003","moe",276
"28119950100","Census Tract 9501","Quitman County","Mississippi","B02001_001","moe",250
"28119950100","Census Tract 9501","Quitman County","Mississippi","B02001_003","moe",248
"28119950200","Census Tract 9502","Quitman County","Mississippi","B02001_001","moe",178
